Date,City,Mean Temp,DAY OF THE WEEK
2016-12-07,PITTSBURGH PA,39,WEDNESDAY
2016-12-08,PITTSBURGH PA,29.5,THURSDAY
2016-12-09,PITTSBURGH PA,25.5,FRIDAY
2016-12-10,PITTSBURGH PA,26,SATURDAY
2016-12-11,PITTSBURGH PA,29,SUNDAY
2016-12-12,PITTSBURGH PA,36.5,MONDAY
2016-12-13,PITTSBURGH PA,29.5,TUESDAY
2016-12-14,PITTSBURGH PA,24,WEDNESDAY
2016-12-15,PITTSBURGH PA,13,THURSDAY
2016-12-16,PITTSBURGH PA,14,FRIDAY
2016-12-17,PITTSBURGH PA,42,SATURDAY
2016-12-18,PITTSBURGH PA,42,SUNDAY
2016-12-19,PITTSBURGH PA,21,MONDAY
2016-12-20,PITTSBURGH PA,25,TUESDAY
2016-12-21,PITTSBURGH PA,31.5,WEDNESDAY
2016-12-22,PITTSBURGH PA,37.5,THURSDAY
2016-12-23,PITTSBURGH PA,34.5,FRIDAY
2016-12-24,PITTSBURGH PA,43,SATURDAY
2016-12-25,PITTSBURGH PA,35,SUNDAY
2016-12-26,PITTSBURGH PA,50,MONDAY
2016-12-27,PITTSBURGH PA,51,TUESDAY
2016-12-28,PITTSBURGH PA,36,WEDNESDAY
2016-12-29,PITTSBURGH PA,35,THURSDAY
2016-12-30,PITTSBURGH PA,28,FRIDAY
2016-12-31,PITTSBURGH PA,33,SATURDAY
2017-01-01,PITTSBURGH PA,37,SUNDAY
2017-01-02,PITTSBURGH PA,41.5,MONDAY
2017-01-03,PITTSBURGH PA,45.5,TUESDAY
2017-01-04,PITTSBURGH PA,32.5,WEDNESDAY
2017-01-05,PITTSBURGH PA,19.5,THURSDAY
2017-01-06,PITTSBURGH PA,11,FRIDAY
2017-01-07,PITTSBURGH PA,11,SATURDAY
2017-01-08,PITTSBURGH PA,11,SUNDAY
2017-01-09,PITTSBURGH PA,16,MONDAY
2017-01-10,PITTSBURGH PA,36.5,TUESDAY
2017-01-11,PITTSBURGH PA,48,WEDNESDAY
2017-01-12,PITTSBURGH PA,51,THURSDAY
2017-01-13,PITTSBURGH PA,32,FRIDAY
2017-01-14,PITTSBURGH PA,31,SATURDAY
2017-01-15,PITTSBURGH PA,28.5,SUNDAY
2017-01-16,PITTSBURGH PA,30.5,MONDAY
2017-01-17,PITTSBURGH PA,49.5,TUESDAY
2017-01-18,PITTSBURGH PA,44,WEDNESDAY
2017-01-19,PITTSBURGH PA,36.5,THURSDAY
2017-01-20,PITTSBURGH PA,44,FRIDAY
2017-01-21,PITTSBURGH PA,51,SATURDAY
2017-01-22,PITTSBURGH PA,54.5,SUNDAY
2017-01-23,PITTSBURGH PA,41.5,MONDAY
2017-01-24,PITTSBURGH PA,38,TUESDAY
2017-01-25,PITTSBURGH PA,44.5,WEDNESDAY
2017-01-26,PITTSBURGH PA,41.5,THURSDAY
2017-01-27,PITTSBURGH PA,30,FRIDAY
2017-01-28,PITTSBURGH PA,30,SATURDAY
2017-01-29,PITTSBURGH PA,29.5,SUNDAY
2017-01-30,PITTSBURGH PA,25,MONDAY
2017-01-31,PITTSBURGH PA,31,TUESDAY
2017-02-01,PITTSBURGH PA,36,WEDNESDAY
2017-02-02,PITTSBURGH PA,28,THURSDAY
2017-02-03,PITTSBURGH PA,22,FRIDAY
2017-02-04,PITTSBURGH PA,22,SATURDAY
2017-02-05,PITTSBURGH PA,35,SUNDAY
2017-02-06,PITTSBURGH PA,39.5,MONDAY
2017-02-07,PITTSBURGH PA,52,TUESDAY
2017-02-08,PITTSBURGH PA,42.5,WEDNESDAY
2017-02-09,PITTSBURGH PA,23.5,THURSDAY
2017-02-10,PITTSBURGH PA,22.5,FRIDAY
2017-02-11,PITTSBURGH PA,43.5,SATURDAY
2017-02-12,PITTSBURGH PA,46,SUNDAY
2017-02-13,PITTSBURGH PA,32.5,MONDAY
2017-02-14,PITTSBURGH PA,37.5,TUESDAY
2017-02-15,PITTSBURGH PA,34.5,WEDNESDAY
2017-02-16,PITTSBURGH PA,23,THURSDAY
2017-02-17,PITTSBURGH PA,35.5,FRIDAY
2017-02-18,PITTSBURGH PA,55.5,SATURDAY
2017-02-19,PITTSBURGH PA,54.5,SUNDAY
2017-02-20,PITTSBURGH PA,47.5,MONDAY
2017-02-21,PITTSBURGH PA,55,TUESDAY
2017-02-22,PITTSBURGH PA,58.5,WEDNESDAY
2017-02-23,PITTSBURGH PA,61.5,THURSDAY
2017-02-24,PITTSBURGH PA,65.5,FRIDAY
2017-02-25,PITTSBURGH PA,47,SATURDAY
2017-02-26,PITTSBURGH PA,32.5,SUNDAY
2017-02-27,PITTSBURGH PA,39,MONDAY
2017-02-28,PITTSBURGH PA,46,TUESDAY
2017-03-01,PITTSBURGH PA,50,WEDNESDAY
2017-03-02,PITTSBURGH PA,34.5,THURSDAY
2017-03-03,PITTSBURGH PA,26,FRIDAY
2017-03-04,PITTSBURGH PA,25.5,SATURDAY
2017-03-05,PITTSBURGH PA,31.5,SUNDAY
2017-03-06,PITTSBURGH PA,47,MONDAY
2017-03-07,PITTSBURGH PA,50.5,TUESDAY
2017-03-08,PITTSBURGH PA,47.5,WEDNESDAY
2017-03-09,PITTSBURGH PA,45.5,THURSDAY
2017-03-10,PITTSBURGH PA,27,FRIDAY
2017-03-11,PITTSBURGH PA,20.5,SATURDAY
2017-03-12,PITTSBURGH PA,21.5,SUNDAY
2017-03-13,PITTSBURGH PA,30,MONDAY
2017-03-14,PITTSBURGH PA,25,TUESDAY
2017-03-15,PITTSBURGH PA,20.5,WEDNESDAY
2017-03-16,PITTSBURGH PA,29,THURSDAY
2017-03-17,PITTSBURGH PA,30,FRIDAY
2017-03-18,PITTSBURGH PA,38.5,SATURDAY
2017-03-19,PITTSBURGH PA,37,SUNDAY
2017-03-20,PITTSBURGH PA,42,MONDAY
2017-03-21,PITTSBURGH PA,47,TUESDAY
2017-03-22,PITTSBURGH PA,30.5,WEDNESDAY
2017-03-23,PITTSBURGH PA,33,THURSDAY
2017-03-24,PITTSBURGH PA,56,FRIDAY
2017-03-25,PITTSBURGH PA,67,SATURDAY
2017-03-26,PITTSBURGH PA,60.5,SUNDAY
2017-03-27,PITTSBURGH PA,60.5,MONDAY
2017-03-28,PITTSBURGH PA,52,TUESDAY
2017-03-29,PITTSBURGH PA,52.5,WEDNESDAY
2017-03-30,PITTSBURGH PA,50,THURSDAY
2017-03-31,PITTSBURGH PA,48.5,FRIDAY
2017-04-01,PITTSBURGH PA,40.5,SATURDAY
2017-04-02,PITTSBURGH PA,44.5,SUNDAY
2017-04-03,PITTSBURGH PA,57.5,MONDAY
2017-04-04,PITTSBURGH PA,56,TUESDAY
2017-04-05,PITTSBURGH PA,58.5,WEDNESDAY
2017-04-06,PITTSBURGH PA,46,THURSDAY
2017-04-07,PITTSBURGH PA,34.5,FRIDAY
2017-04-08,PITTSBURGH PA,43.5,SATURDAY
2017-04-09,PITTSBURGH PA,53,SUNDAY
2017-04-10,PITTSBURGH PA,67.5,MONDAY
2017-04-11,PITTSBURGH PA,62,TUESDAY
2017-04-12,PITTSBURGH PA,56,WEDNESDAY
2017-04-13,PITTSBURGH PA,50.5,THURSDAY
2017-04-14,PITTSBURGH PA,60,FRIDAY
2017-04-15,PITTSBURGH PA,65.5,SATURDAY
2017-04-16,PITTSBURGH PA,69.5,SUNDAY
2017-04-17,PITTSBURGH PA,61,MONDAY
2017-04-18,PITTSBURGH PA,57.5,TUESDAY
2017-04-19,PITTSBURGH PA,64.5,WEDNESDAY
2017-04-20,PITTSBURGH PA,68,THURSDAY
2017-04-21,PITTSBURGH PA,59,FRIDAY
2017-04-22,PITTSBURGH PA,48.5,SATURDAY
2017-04-23,PITTSBURGH PA,53.5,SUNDAY
2017-04-24,PITTSBURGH PA,54.5,MONDAY
2017-04-25,PITTSBURGH PA,58,TUESDAY
2017-04-26,PITTSBURGH PA,63,WEDNESDAY
2017-04-27,PITTSBURGH PA,68.5,THURSDAY
2017-04-28,PITTSBURGH PA,60,FRIDAY
2017-04-29,PITTSBURGH PA,64,SATURDAY
2017-04-30,PITTSBURGH PA,72.5,SUNDAY
2017-05-01,PITTSBURGH PA,69,MONDAY
2017-05-02,PITTSBURGH PA,54.5,TUESDAY
2017-05-03,PITTSBURGH PA,51.5,WEDNESDAY
2017-05-04,PITTSBURGH PA,57,THURSDAY
2017-05-05,PITTSBURGH PA,60,FRIDAY
2017-05-06,PITTSBURGH PA,45,SATURDAY
2017-05-07,PITTSBURGH PA,49.5,SUNDAY
2017-05-08,PITTSBURGH PA,47,MONDAY
2017-05-09,PITTSBURGH PA,49.5,TUESDAY
2017-05-10,PITTSBURGH PA,59,WEDNESDAY
2017-05-11,PITTSBURGH PA,54,THURSDAY
2017-05-12,PITTSBURGH PA,54,FRIDAY
2017-05-13,PITTSBURGH PA,58.5,SATURDAY
2017-05-14,PITTSBURGH PA,60.5,SUNDAY
2017-05-15,PITTSBURGH PA,56,MONDAY
2017-05-16,PITTSBURGH PA,63,TUESDAY
2017-05-17,PITTSBURGH PA,74.5,WEDNESDAY
2017-05-18,PITTSBURGH PA,76.5,THURSDAY
2017-05-19,PITTSBURGH PA,70.5,FRIDAY
2017-05-20,PITTSBURGH PA,63.5,SATURDAY
2017-05-21,PITTSBURGH PA,67.5,SUNDAY
2017-05-22,PITTSBURGH PA,59,MONDAY
2017-05-23,PITTSBURGH PA,59.5,TUESDAY
2017-05-24,PITTSBURGH PA,62,WEDNESDAY
2017-05-25,PITTSBURGH PA,61.5,THURSDAY
2017-05-26,PITTSBURGH PA,61.5,FRIDAY
2017-05-27,PITTSBURGH PA,64,SATURDAY
2017-05-28,PITTSBURGH PA,67.5,SUNDAY
2017-05-29,PITTSBURGH PA,69.5,MONDAY
2017-05-30,PITTSBURGH PA,68.5,TUESDAY
2017-05-31,PITTSBURGH PA,65,WEDNESDAY
2017-06-01,PITTSBURGH PA,62.5,THURSDAY
2017-06-02,PITTSBURGH PA,64,FRIDAY
2017-06-03,PITTSBURGH PA,68,SATURDAY
2017-06-04,PITTSBURGH PA,71,SUNDAY
2017-06-05,PITTSBURGH PA,66.5,MONDAY
2017-06-06,PITTSBURGH PA,59,TUESDAY
2017-06-07,PITTSBURGH PA,59.5,WEDNESDAY
2017-06-08,PITTSBURGH PA,61,THURSDAY
2017-06-09,PITTSBURGH PA,63.5,FRIDAY
2017-06-10,PITTSBURGH PA,74,SATURDAY
2017-06-11,PITTSBURGH PA,75,SUNDAY
2017-06-12,PITTSBURGH PA,76.5,MONDAY
2017-06-13,PITTSBURGH PA,81,TUESDAY
2017-06-14,PITTSBURGH PA,77,WEDNESDAY
2017-06-15,PITTSBURGH PA,77,THURSDAY
2017-06-16,PITTSBURGH PA,74.5,FRIDAY
2017-06-17,PITTSBURGH PA,74.5,SATURDAY
2017-06-18,PITTSBURGH PA,79.5,SUNDAY
2017-06-19,PITTSBURGH PA,71,MONDAY
2017-06-20,PITTSBURGH PA,67.5,TUESDAY
2017-06-21,PITTSBURGH PA,71,WEDNESDAY
2017-06-22,PITTSBURGH PA,74,THURSDAY
2017-06-23,PITTSBURGH PA,72,FRIDAY
2017-06-24,PITTSBURGH PA,72,SATURDAY
2017-06-25,PITTSBURGH PA,67,SUNDAY
2017-06-26,PITTSBURGH PA,63.5,MONDAY
2017-06-27,PITTSBURGH PA,62,TUESDAY
2017-06-28,PITTSBURGH PA,62,WEDNESDAY
2017-06-29,PITTSBURGH PA,71.5,THURSDAY
2017-06-30,PITTSBURGH PA,74.5,FRIDAY
2017-07-01,PITTSBURGH PA,76.5,SATURDAY
2017-07-02,PITTSBURGH PA,75.5,SUNDAY
2017-07-03,PITTSBURGH PA,74,MONDAY
2017-07-04,PITTSBURGH PA,76,TUESDAY
2017-07-05,PITTSBURGH PA,77,WEDNESDAY
2017-07-06,PITTSBURGH PA,74,THURSDAY
2017-07-07,PITTSBURGH PA,72.5,FRIDAY
2017-07-08,PITTSBURGH PA,71.5,SATURDAY
2017-07-09,PITTSBURGH PA,66,SUNDAY
2017-07-10,PITTSBURGH PA,68.5,MONDAY
2017-07-11,PITTSBURGH PA,74,TUESDAY
2017-07-12,PITTSBURGH PA,78.5,WEDNESDAY
2017-07-13,PITTSBURGH PA,74.5,THURSDAY
2017-07-14,PITTSBURGH PA,77,FRIDAY
2017-07-15,PITTSBURGH PA,71.5,SATURDAY
2017-07-16,PITTSBURGH PA,71,SUNDAY
2017-07-17,PITTSBURGH PA,74.5,MONDAY
2017-07-18,PITTSBURGH PA,76.5,TUESDAY
2017-07-19,PITTSBURGH PA,78.5,WEDNESDAY
2017-07-20,PITTSBURGH PA,79.5,THURSDAY
2017-07-21,PITTSBURGH PA,79.5,FRIDAY
2017-07-22,PITTSBURGH PA,75,SATURDAY
2017-07-23,PITTSBURGH PA,74.5,SUNDAY
2017-07-24,PITTSBURGH PA,72.5,MONDAY
2017-07-25,PITTSBURGH PA,69,TUESDAY
2017-07-26,PITTSBURGH PA,68,WEDNESDAY
2017-07-27,PITTSBURGH PA,73,THURSDAY
2017-07-28,PITTSBURGH PA,73,FRIDAY
2017-07-29,PITTSBURGH PA,68,SATURDAY
2017-07-30,PITTSBURGH PA,72.5,SUNDAY
2017-07-31,PITTSBURGH PA,72.5,MONDAY
2017-08-01,PITTSBURGH PA,73,TUESDAY
2017-08-02,PITTSBURGH PA,74.5,WEDNESDAY
2017-08-03,PITTSBURGH PA,74.5,THURSDAY
2017-08-04,PITTSBURGH PA,72.5,FRIDAY
2017-08-05,PITTSBURGH PA,66,SATURDAY
2017-08-06,PITTSBURGH PA,67.5,SUNDAY
2017-08-07,PITTSBURGH PA,67,MONDAY
2017-08-08,PITTSBURGH PA,67,TUESDAY
2017-08-09,PITTSBURGH PA,67.5,WEDNESDAY
2017-08-10,PITTSBURGH PA,68.5,THURSDAY
2017-08-11,PITTSBURGH PA,73,FRIDAY
2017-08-12,PITTSBURGH PA,70.5,SATURDAY
2017-08-13,PITTSBURGH PA,68.5,SUNDAY
2017-08-14,PITTSBURGH PA,70.5,MONDAY
2017-08-15,PITTSBURGH PA,74.5,TUESDAY
2017-08-16,PITTSBURGH PA,76.5,WEDNESDAY
2017-08-17,PITTSBURGH PA,76.5,THURSDAY
2017-08-18,PITTSBURGH PA,76.5,FRIDAY
2017-08-19,PITTSBURGH PA,74,SATURDAY
2017-08-20,PITTSBURGH PA,70.5,SUNDAY
2017-08-21,PITTSBURGH PA,75.5,MONDAY
2017-08-22,PITTSBURGH PA,76,TUESDAY
2017-08-23,PITTSBURGH PA,69.5,WEDNESDAY
2017-08-24,PITTSBURGH PA,65.5,THURSDAY
2017-08-25,PITTSBURGH PA,62,FRIDAY
2017-08-26,PITTSBURGH PA,63,SATURDAY
2017-08-27,PITTSBURGH PA,67.5,SUNDAY
2017-08-28,PITTSBURGH PA,69,MONDAY
2017-08-29,PITTSBURGH PA,68,TUESDAY
2017-08-30,PITTSBURGH PA,67,WEDNESDAY
2017-08-31,PITTSBURGH PA,67,THURSDAY
2017-09-01,PITTSBURGH PA,57.5,FRIDAY
2017-09-02,PITTSBURGH PA,60,SATURDAY
2017-09-03,PITTSBURGH PA,65.5,SUNDAY
2017-09-04,PITTSBURGH PA,68.5,MONDAY
2017-09-05,PITTSBURGH PA,67.5,TUESDAY
2017-09-06,PITTSBURGH PA,60.5,WEDNESDAY
2017-09-07,PITTSBURGH PA,56.5,THURSDAY
2017-09-08,PITTSBURGH PA,59.5,FRIDAY
2017-09-09,PITTSBURGH PA,57.5,SATURDAY
2017-09-10,PITTSBURGH PA,57.5,SUNDAY
2017-09-11,PITTSBURGH PA,60,MONDAY
2017-09-12,PITTSBURGH PA,63.5,TUESDAY
2017-09-13,PITTSBURGH PA,69,WEDNESDAY
2017-09-14,PITTSBURGH PA,64.5,THURSDAY
2017-09-15,PITTSBURGH PA,66,FRIDAY
2017-09-16,PITTSBURGH PA,69.5,SATURDAY
2017-09-17,PITTSBURGH PA,70.5,SUNDAY
2017-09-18,PITTSBURGH PA,71,MONDAY
2017-09-19,PITTSBURGH PA,73,TUESDAY
2017-09-20,PITTSBURGH PA,73.5,WEDNESDAY
2017-09-21,PITTSBURGH PA,74,THURSDAY
2017-09-22,PITTSBURGH PA,73.5,FRIDAY
2017-09-23,PITTSBURGH PA,73.5,SATURDAY
2017-09-24,PITTSBURGH PA,75,SUNDAY
2017-09-25,PITTSBURGH PA,76.5,MONDAY
2017-09-26,PITTSBURGH PA,77,TUESDAY
2017-09-27,PITTSBURGH PA,77.5,WEDNESDAY
2017-09-28,PITTSBURGH PA,62,THURSDAY
2017-09-29,PITTSBURGH PA,58.5,FRIDAY
2017-09-30,PITTSBURGH PA,54.5,SATURDAY
2017-10-01,PITTSBURGH PA,53.5,SUNDAY
2017-10-02,PITTSBURGH PA,58.5,MONDAY
2017-10-03,PITTSBURGH PA,62,TUESDAY
2017-10-04,PITTSBURGH PA,65,WEDNESDAY
2017-10-05,PITTSBURGH PA,67.5,THURSDAY
2017-10-06,PITTSBURGH PA,67,FRIDAY
2017-10-07,PITTSBURGH PA,72.5,SATURDAY
2017-10-08,PITTSBURGH PA,69.5,SUNDAY
2017-10-09,PITTSBURGH PA,72.5,MONDAY
2017-10-10,PITTSBURGH PA,72,TUESDAY
2017-10-11,PITTSBURGH PA,69.5,WEDNESDAY
2017-10-12,PITTSBURGH PA,64,THURSDAY
2017-10-13,PITTSBURGH PA,66,FRIDAY
2017-10-14,PITTSBURGH PA,64.5,SATURDAY
2017-10-15,PITTSBURGH PA,64.5,SUNDAY
2017-10-16,PITTSBURGH PA,49,MONDAY
2017-10-17,PITTSBURGH PA,49,TUESDAY
2017-10-18,PITTSBURGH PA,54.5,WEDNESDAY
2017-10-19,PITTSBURGH PA,56,THURSDAY
2017-10-20,PITTSBURGH PA,59.5,FRIDAY
2017-10-21,PITTSBURGH PA,59,SATURDAY
2017-10-22,PITTSBURGH PA,62.5,SUNDAY
2017-10-23,PITTSBURGH PA,61,MONDAY
2017-10-24,PITTSBURGH PA,52,TUESDAY
2017-10-25,PITTSBURGH PA,42,WEDNESDAY
2017-10-26,PITTSBURGH PA,44.5,THURSDAY
2017-10-27,PITTSBURGH PA,54.5,FRIDAY
2017-10-28,PITTSBURGH PA,47.5,SATURDAY
2017-10-29,PITTSBURGH PA,39.5,SUNDAY
2017-10-30,PITTSBURGH PA,42,MONDAY
2017-10-31,PITTSBURGH PA,38,TUESDAY
2017-11-01,PITTSBURGH PA,39,WEDNESDAY
2017-11-02,PITTSBURGH PA,58,THURSDAY
2017-11-03,PITTSBURGH PA,53,FRIDAY
2017-11-04,PITTSBURGH PA,48.5,SATURDAY
2017-11-05,PITTSBURGH PA,61,SUNDAY
2017-11-06,PITTSBURGH PA,48.5,MONDAY
2017-11-07,PITTSBURGH PA,37,TUESDAY
2017-11-08,PITTSBURGH PA,40.5,WEDNESDAY
2017-11-09,PITTSBURGH PA,39.5,THURSDAY
2017-11-10,PITTSBURGH PA,30.5,FRIDAY
2017-11-11,PITTSBURGH PA,27,SATURDAY
2017-11-12,PITTSBURGH PA,36,SUNDAY
2017-11-13,PITTSBURGH PA,41,MONDAY
2017-11-14,PITTSBURGH PA,37,TUESDAY
2017-11-15,PITTSBURGH PA,37,WEDNESDAY
2017-11-16,PITTSBURGH PA,43,THURSDAY
2017-11-17,PITTSBURGH PA,37,FRIDAY
2017-11-18,PITTSBURGH PA,46.5,SATURDAY
2017-11-19,PITTSBURGH PA,39.5,SUNDAY
2017-11-20,PITTSBURGH PA,35.5,MONDAY
2017-11-21,PITTSBURGH PA,43.5,TUESDAY
2017-11-22,PITTSBURGH PA,37.5,WEDNESDAY
2017-11-23,PITTSBURGH PA,30.5,THURSDAY
2017-11-24,PITTSBURGH PA,39.5,FRIDAY
2017-11-25,PITTSBURGH PA,49.5,SATURDAY
2017-11-26,PITTSBURGH PA,39,SUNDAY
2017-11-27,PITTSBURGH PA,43,MONDAY
2017-11-28,PITTSBURGH PA,49.5,TUESDAY
2017-11-29,PITTSBURGH PA,46,WEDNESDAY
2017-11-30,PITTSBURGH PA,47,THURSDAY
2017-12-01,PITTSBURGH PA,39,FRIDAY
2017-12-02,PITTSBURGH PA,35.5,SATURDAY
2017-12-03,PITTSBURGH PA,43,SUNDAY
2017-12-04,PITTSBURGH PA,44.5,MONDAY
2017-12-05,PITTSBURGH PA,44.5,TUESDAY
2017-12-06,PITTSBURGH PA,37.5,WEDNESDAY
2017-12-07,PITTSBURGH PA,32,THURSDAY
2017-12-08,PITTSBURGH PA,26,FRIDAY
2017-12-09,PITTSBURGH PA,29,SATURDAY
2017-12-10,PITTSBURGH PA,31,SUNDAY
2017-12-11,PITTSBURGH PA,35.5,MONDAY
2017-12-12,PITTSBURGH PA,29.5,TUESDAY
2017-12-13,PITTSBURGH PA,20.5,WEDNESDAY
2017-12-14,PITTSBURGH PA,24.5,THURSDAY
2017-12-15,PITTSBURGH PA,21.5,FRIDAY
2017-12-16,PITTSBURGH PA,36.5,SATURDAY
2017-12-17,PITTSBURGH PA,37.5,SUNDAY
2017-12-18,PITTSBURGH PA,40.5,MONDAY
2017-12-19,PITTSBURGH PA,49.5,TUESDAY
2017-12-20,PITTSBURGH PA,37.5,WEDNESDAY
2017-12-21,PITTSBURGH PA,34.5,THURSDAY
2017-12-22,PITTSBURGH PA,48.5,FRIDAY
2017-12-23,PITTSBURGH PA,44,SATURDAY
2017-12-24,PITTSBURGH PA,33,SUNDAY
2017-12-25,PITTSBURGH PA,25,MONDAY
2017-12-26,PITTSBURGH PA,16.5,TUESDAY
2017-12-27,PITTSBURGH PA,9.5,WEDNESDAY
2017-12-28,PITTSBURGH PA,8,THURSDAY
2017-12-29,PITTSBURGH PA,15,FRIDAY
2017-12-30,PITTSBURGH PA,12.5,SATURDAY
2017-12-31,PITTSBURGH PA,7,SUNDAY
2018-01-01,PITTSBURGH PA,4.5,MONDAY
2018-01-02,PITTSBURGH PA,9.5,TUESDAY
2018-01-03,PITTSBURGH PA,10,WEDNESDAY
2018-01-04,PITTSBURGH PA,11,THURSDAY
2018-01-05,PITTSBURGH PA,4,FRIDAY
2018-01-06,PITTSBURGH PA,4,SATURDAY
2018-01-07,PITTSBURGH PA,12,SUNDAY
2018-01-08,PITTSBURGH PA,31,MONDAY
2018-01-09,PITTSBURGH PA,31,TUESDAY
2018-01-10,PITTSBURGH PA,34,WEDNESDAY
2018-01-11,PITTSBURGH PA,52,THURSDAY
2018-01-12,PITTSBURGH PA,40,FRIDAY
2018-01-13,PITTSBURGH PA,13.5,SATURDAY
2018-01-14,PITTSBURGH PA,6,SUNDAY
2018-01-15,PITTSBURGH PA,15,MONDAY
2018-01-16,PITTSBURGH PA,16.5,TUESDAY
2018-01-17,PITTSBURGH PA,7,WEDNESDAY
2018-01-18,PITTSBURGH PA,17,THURSDAY
2018-01-19,PITTSBURGH PA,30.5,FRIDAY
2018-01-20,PITTSBURGH PA,40.5,SATURDAY
2018-01-21,PITTSBURGH PA,45.5,SUNDAY
2018-01-22,PITTSBURGH PA,53.5,MONDAY
2018-01-23,PITTSBURGH PA,45,TUESDAY
2018-01-24,PITTSBURGH PA,30.5,WEDNESDAY
2018-01-25,PITTSBURGH PA,27,THURSDAY
2018-01-26,PITTSBURGH PA,38.5,FRIDAY
2018-01-27,PITTSBURGH PA,45.5,SATURDAY
2018-01-28,PITTSBURGH PA,38,SUNDAY
2018-01-29,PITTSBURGH PA,35,MONDAY
2018-01-30,PITTSBURGH PA,18.5,TUESDAY
2018-01-31,PITTSBURGH PA,26,WEDNESDAY
2018-02-01,PITTSBURGH PA,35.5,THURSDAY
2018-02-02,PITTSBURGH PA,18.5,FRIDAY
2018-02-03,PITTSBURGH PA,22,SATURDAY
2018-02-04,PITTSBURGH PA,32,SUNDAY
2018-02-05,PITTSBURGH PA,20,MONDAY
2018-02-06,PITTSBURGH PA,25,TUESDAY
2018-02-07,PITTSBURGH PA,25,WEDNESDAY
2018-02-08,PITTSBURGH PA,20,THURSDAY
2018-02-09,PITTSBURGH PA,27.5,FRIDAY
2018-02-10,PITTSBURGH PA,41,SATURDAY
2018-02-11,PITTSBURGH PA,44,SUNDAY
2018-02-12,PITTSBURGH PA,28.5,MONDAY
2018-02-13,PITTSBURGH PA,29,TUESDAY
2018-02-14,PITTSBURGH PA,45,WEDNESDAY
2018-02-15,PITTSBURGH PA,55.5,THURSDAY
2018-02-16,PITTSBURGH PA,45,FRIDAY
2018-02-17,PITTSBURGH PA,29.5,SATURDAY
2018-02-18,PITTSBURGH PA,36,SUNDAY
2018-02-19,PITTSBURGH PA,49,MONDAY
2018-02-20,PITTSBURGH PA,68.5,TUESDAY
2018-02-21,PITTSBURGH PA,57.5,WEDNESDAY
2018-02-22,PITTSBURGH PA,40.5,THURSDAY
2018-02-23,PITTSBURGH PA,52.5,FRIDAY
2018-02-24,PITTSBURGH PA,52.5,SATURDAY
2018-02-25,PITTSBURGH PA,51.5,SUNDAY
2018-02-26,PITTSBURGH PA,43,MONDAY
2018-02-27,PITTSBURGH PA,42,TUESDAY
2018-02-28,PITTSBURGH PA,51,WEDNESDAY
2018-03-01,PITTSBURGH PA,45,THURSDAY
2018-03-02,PITTSBURGH PA,34.5,FRIDAY
2018-03-03,PITTSBURGH PA,33.5,SATURDAY
2018-03-04,PITTSBURGH PA,33,SUNDAY
2018-03-05,PITTSBURGH PA,31.5,MONDAY
2018-03-06,PITTSBURGH PA,39.5,TUESDAY
2018-03-07,PITTSBURGH PA,34.5,WEDNESDAY
2018-03-08,PITTSBURGH PA,28.5,THURSDAY
2018-03-09,PITTSBURGH PA,26.5,FRIDAY
2018-03-10,PITTSBURGH PA,28.5,SATURDAY
2018-03-11,PITTSBURGH PA,29.5,SUNDAY
2018-03-12,PITTSBURGH PA,34.5,MONDAY
2018-03-13,PITTSBURGH PA,30.5,TUESDAY
2018-03-14,PITTSBURGH PA,26,WEDNESDAY
2018-03-15,PITTSBURGH PA,36,THURSDAY
2018-03-16,PITTSBURGH PA,29.5,FRIDAY
2018-03-17,PITTSBURGH PA,28.5,SATURDAY
2018-03-18,PITTSBURGH PA,37,SUNDAY
2018-03-19,PITTSBURGH PA,41,MONDAY
2018-03-20,PITTSBURGH PA,34.5,TUESDAY
2018-03-21,PITTSBURGH PA,29,WEDNESDAY
2018-03-22,PITTSBURGH PA,29,THURSDAY
2018-03-23,PITTSBURGH PA,29,FRIDAY
2018-03-24,PITTSBURGH PA,32,SATURDAY
2018-03-25,PITTSBURGH PA,31.5,SUNDAY
2018-03-26,PITTSBURGH PA,39.5,MONDAY
2018-03-27,PITTSBURGH PA,43.5,TUESDAY
2018-03-28,PITTSBURGH PA,53,WEDNESDAY
2018-03-29,PITTSBURGH PA,53,THURSDAY
2018-03-30,PITTSBURGH PA,37,FRIDAY
2018-03-31,PITTSBURGH PA,41.5,SATURDAY
2018-04-01,PITTSBURGH PA,42,SUNDAY
2018-04-02,PITTSBURGH PA,37,MONDAY
2018-04-03,PITTSBURGH PA,47,TUESDAY
2018-04-04,PITTSBURGH PA,45,WEDNESDAY
2018-04-05,PITTSBURGH PA,36.5,THURSDAY
2018-04-06,PITTSBURGH PA,44,FRIDAY
2018-04-07,PITTSBURGH PA,32.5,SATURDAY
2018-04-08,PITTSBURGH PA,32.5,SUNDAY
2018-04-09,PITTSBURGH PA,31.5,MONDAY
2018-04-10,PITTSBURGH PA,34,TUESDAY
2018-04-11,PITTSBURGH PA,44.5,WEDNESDAY
2018-04-12,PITTSBURGH PA,62,THURSDAY
2018-04-13,PITTSBURGH PA,74,FRIDAY
2018-04-14,PITTSBURGH PA,68,SATURDAY
2018-04-15,PITTSBURGH PA,61,SUNDAY
2018-04-16,PITTSBURGH PA,40,MONDAY
