Date,City,Mean Temp,DAY OF THE WEEK
2017-06-18,NEW YORK NY,77.5,SUNDAY
2017-06-19,NEW YORK NY,79,MONDAY
2017-06-20,NEW YORK NY,77,TUESDAY
2017-06-21,NEW YORK NY,77,WEDNESDAY
2017-06-22,NEW YORK NY,75.5,THURSDAY
2017-06-23,NEW YORK NY,79.5,FRIDAY
2017-06-24,NEW YORK NY,77.5,SATURDAY
2017-06-25,NEW YORK NY,75.5,SUNDAY
2017-06-26,NEW YORK NY,71.5,MONDAY
2017-06-27,NEW YORK NY,68.5,TUESDAY
2017-06-28,NEW YORK NY,69.5,WEDNESDAY
2017-06-29,NEW YORK NY,75,THURSDAY
2017-06-30,NEW YORK NY,80.5,FRIDAY
2017-07-01,NEW YORK NY,78,SATURDAY
2017-07-02,NEW YORK NY,79.5,SUNDAY
2017-07-03,NEW YORK NY,79.5,MONDAY
2017-07-04,NEW YORK NY,77.5,TUESDAY
2017-07-05,NEW YORK NY,77.5,WEDNESDAY
2017-07-06,NEW YORK NY,74,THURSDAY
2017-07-07,NEW YORK NY,74,FRIDAY
2017-07-08,NEW YORK NY,76.5,SATURDAY
2017-07-09,NEW YORK NY,74,SUNDAY
2017-07-10,NEW YORK NY,76,MONDAY
2017-07-11,NEW YORK NY,80,TUESDAY
2017-07-12,NEW YORK NY,82.5,WEDNESDAY
2017-07-13,NEW YORK NY,81.5,THURSDAY
2017-07-14,NEW YORK NY,69,FRIDAY
2017-07-15,NEW YORK NY,76,SATURDAY
2017-07-16,NEW YORK NY,77.5,SUNDAY
2017-07-17,NEW YORK NY,79,MONDAY
2017-07-18,NEW YORK NY,80.5,TUESDAY
2017-07-19,NEW YORK NY,84.5,WEDNESDAY
2017-07-20,NEW YORK NY,85.5,THURSDAY
2017-07-21,NEW YORK NY,84,FRIDAY
2017-07-22,NEW YORK NY,81.5,SATURDAY
2017-07-23,NEW YORK NY,75,SUNDAY
2017-07-24,NEW YORK NY,68,MONDAY
2017-07-25,NEW YORK NY,66.5,TUESDAY
2017-07-26,NEW YORK NY,71,WEDNESDAY
2017-07-27,NEW YORK NY,71.5,THURSDAY
2017-07-28,NEW YORK NY,78,FRIDAY
2017-07-29,NEW YORK NY,72,SATURDAY
2017-07-30,NEW YORK NY,73,SUNDAY
2017-07-31,NEW YORK NY,77,MONDAY
2017-08-01,NEW YORK NY,81.5,TUESDAY
2017-08-02,NEW YORK NY,77.5,WEDNESDAY
2017-08-03,NEW YORK NY,77.5,THURSDAY
2017-08-04,NEW YORK NY,76.5,FRIDAY
2017-08-05,NEW YORK NY,73.5,SATURDAY
2017-08-06,NEW YORK NY,70,SUNDAY
2017-08-07,NEW YORK NY,67.5,MONDAY
2017-08-08,NEW YORK NY,71.5,TUESDAY
2017-08-09,NEW YORK NY,74.5,WEDNESDAY
2017-08-10,NEW YORK NY,75.5,THURSDAY
2017-08-11,NEW YORK NY,75.5,FRIDAY
2017-08-12,NEW YORK NY,70.5,SATURDAY
2017-08-13,NEW YORK NY,77,SUNDAY
2017-08-14,NEW YORK NY,75,MONDAY
2017-08-15,NEW YORK NY,71,TUESDAY
2017-08-16,NEW YORK NY,78.5,WEDNESDAY
2017-08-17,NEW YORK NY,76,THURSDAY
2017-08-18,NEW YORK NY,77.5,FRIDAY
2017-08-19,NEW YORK NY,79.5,SATURDAY
2017-08-20,NEW YORK NY,75,SUNDAY
2017-08-21,NEW YORK NY,79,MONDAY
2017-08-22,NEW YORK NY,80.5,TUESDAY
2017-08-23,NEW YORK NY,75.5,WEDNESDAY
2017-08-24,NEW YORK NY,72.5,THURSDAY
2017-08-25,NEW YORK NY,70.5,FRIDAY
2017-08-26,NEW YORK NY,70,SATURDAY
2017-08-27,NEW YORK NY,70.5,SUNDAY
2017-08-28,NEW YORK NY,69.5,MONDAY
2017-08-29,NEW YORK NY,64.5,TUESDAY
2017-08-30,NEW YORK NY,69,WEDNESDAY
2017-08-31,NEW YORK NY,72.5,THURSDAY
2017-09-01,NEW YORK NY,63,FRIDAY
2017-09-02,NEW YORK NY,61,SATURDAY
2017-09-03,NEW YORK NY,64,SUNDAY
2017-09-04,NEW YORK NY,70.5,MONDAY
2017-09-05,NEW YORK NY,77,TUESDAY
2017-09-06,NEW YORK NY,66.5,WEDNESDAY
2017-09-07,NEW YORK NY,65,THURSDAY
2017-09-08,NEW YORK NY,64.5,FRIDAY
2017-09-09,NEW YORK NY,62.5,SATURDAY
2017-09-10,NEW YORK NY,64.5,SUNDAY
2017-09-11,NEW YORK NY,65.5,MONDAY
2017-09-12,NEW YORK NY,68.5,TUESDAY
2017-09-13,NEW YORK NY,73.5,WEDNESDAY
2017-09-14,NEW YORK NY,75.5,THURSDAY
2017-09-15,NEW YORK NY,74,FRIDAY
2017-09-16,NEW YORK NY,76,SATURDAY
2017-09-17,NEW YORK NY,74.5,SUNDAY
2017-09-18,NEW YORK NY,70.5,MONDAY
2017-09-19,NEW YORK NY,73.5,TUESDAY
2017-09-20,NEW YORK NY,75,WEDNESDAY
2017-09-21,NEW YORK NY,75.5,THURSDAY
2017-09-22,NEW YORK NY,74,FRIDAY
2017-09-23,NEW YORK NY,77.5,SATURDAY
2017-09-24,NEW YORK NY,80,SUNDAY
2017-09-25,NEW YORK NY,79,MONDAY
2017-09-26,NEW YORK NY,76,TUESDAY
2017-09-27,NEW YORK NY,78,WEDNESDAY
2017-09-28,NEW YORK NY,69,THURSDAY
2017-09-29,NEW YORK NY,61.5,FRIDAY
2017-09-30,NEW YORK NY,60,SATURDAY
2017-10-01,NEW YORK NY,59,SUNDAY
2017-10-02,NEW YORK NY,62.5,MONDAY
2017-10-03,NEW YORK NY,64,TUESDAY
2017-10-04,NEW YORK NY,65.5,WEDNESDAY
2017-10-05,NEW YORK NY,74,THURSDAY
2017-10-06,NEW YORK NY,75,FRIDAY
2017-10-07,NEW YORK NY,73.5,SATURDAY
2017-10-08,NEW YORK NY,74.5,SUNDAY
2017-10-09,NEW YORK NY,74,MONDAY
2017-10-10,NEW YORK NY,73.5,TUESDAY
2017-10-11,NEW YORK NY,68.5,WEDNESDAY
2017-10-12,NEW YORK NY,59.5,THURSDAY
2017-10-13,NEW YORK NY,59.5,FRIDAY
2017-10-14,NEW YORK NY,66.5,SATURDAY
2017-10-15,NEW YORK NY,69.5,SUNDAY
2017-10-16,NEW YORK NY,57.5,MONDAY
2017-10-17,NEW YORK NY,50,TUESDAY
2017-10-18,NEW YORK NY,61,WEDNESDAY
2017-10-19,NEW YORK NY,63.5,THURSDAY
2017-10-20,NEW YORK NY,65,FRIDAY
2017-10-21,NEW YORK NY,67,SATURDAY
2017-10-22,NEW YORK NY,66.5,SUNDAY
2017-10-23,NEW YORK NY,67.5,MONDAY
2017-10-24,NEW YORK NY,70.5,TUESDAY
2017-10-25,NEW YORK NY,62,WEDNESDAY
2017-10-26,NEW YORK NY,54,THURSDAY
2017-10-27,NEW YORK NY,54.5,FRIDAY
2017-10-28,NEW YORK NY,62,SATURDAY
2017-10-29,NEW YORK NY,63.5,SUNDAY
2017-10-30,NEW YORK NY,53.5,MONDAY
2017-10-31,NEW YORK NY,51,TUESDAY
2017-11-01,NEW YORK NY,51,WEDNESDAY
2017-11-02,NEW YORK NY,65,THURSDAY
2017-11-03,NEW YORK NY,62.5,FRIDAY
2017-11-04,NEW YORK NY,51,SATURDAY
2017-11-05,NEW YORK NY,56,SUNDAY
2017-11-06,NEW YORK NY,56,MONDAY
2017-11-07,NEW YORK NY,44.5,TUESDAY
2017-11-08,NEW YORK NY,44,WEDNESDAY
2017-11-09,NEW YORK NY,47,THURSDAY
2017-11-10,NEW YORK NY,38,FRIDAY
2017-11-11,NEW YORK NY,31,SATURDAY
2017-11-12,NEW YORK NY,39,SUNDAY
2017-11-13,NEW YORK NY,43,MONDAY
2017-11-14,NEW YORK NY,41.5,TUESDAY
2017-11-15,NEW YORK NY,44,WEDNESDAY
2017-11-16,NEW YORK NY,50,THURSDAY
2017-11-17,NEW YORK NY,42,FRIDAY
2017-11-18,NEW YORK NY,45,SATURDAY
2017-11-19,NEW YORK NY,48.5,SUNDAY
2017-11-20,NEW YORK NY,41.5,MONDAY
2017-11-21,NEW YORK NY,50,TUESDAY
2017-11-22,NEW YORK NY,45.5,WEDNESDAY
2017-11-23,NEW YORK NY,37,THURSDAY
2017-11-24,NEW YORK NY,42.5,FRIDAY
2017-11-25,NEW YORK NY,50,SATURDAY
2017-11-26,NEW YORK NY,45.5,SUNDAY
2017-11-27,NEW YORK NY,45,MONDAY
2017-11-28,NEW YORK NY,45,TUESDAY
2017-11-29,NEW YORK NY,52.5,WEDNESDAY
2017-11-30,NEW YORK NY,45.5,THURSDAY
2017-12-01,NEW YORK NY,47,FRIDAY
2017-12-02,NEW YORK NY,43.5,SATURDAY
2017-12-03,NEW YORK NY,45,SUNDAY
2017-12-04,NEW YORK NY,45.5,MONDAY
2017-12-05,NEW YORK NY,55.5,TUESDAY
2017-12-06,NEW YORK NY,49.5,WEDNESDAY
2017-12-07,NEW YORK NY,40.5,THURSDAY
2017-12-08,NEW YORK NY,36.5,FRIDAY
2017-12-09,NEW YORK NY,32.5,SATURDAY
2017-12-10,NEW YORK NY,34,SUNDAY
2017-12-11,NEW YORK NY,37,MONDAY
2017-12-12,NEW YORK NY,39.5,TUESDAY
2017-12-13,NEW YORK NY,25.5,WEDNESDAY
2017-12-14,NEW YORK NY,27,THURSDAY
2017-12-15,NEW YORK NY,24,FRIDAY
2017-12-16,NEW YORK NY,31,SATURDAY
2017-12-17,NEW YORK NY,35,SUNDAY
2017-12-18,NEW YORK NY,40.5,MONDAY
2017-12-19,NEW YORK NY,50,TUESDAY
2017-12-20,NEW YORK NY,42.5,WEDNESDAY
2017-12-21,NEW YORK NY,35.5,THURSDAY
2017-12-22,NEW YORK NY,42.5,FRIDAY
2017-12-23,NEW YORK NY,43,SATURDAY
2017-12-24,NEW YORK NY,38.5,SUNDAY
2017-12-25,NEW YORK NY,33,MONDAY
2017-12-26,NEW YORK NY,25.5,TUESDAY
2017-12-27,NEW YORK NY,20.5,WEDNESDAY
2017-12-28,NEW YORK NY,14.5,THURSDAY
2017-12-29,NEW YORK NY,16.5,FRIDAY
2017-12-30,NEW YORK NY,20,SATURDAY
2017-12-31,NEW YORK NY,15,SUNDAY
2018-01-01,NEW YORK NY,13,MONDAY
2018-01-02,NEW YORK NY,19.5,TUESDAY
2018-01-03,NEW YORK NY,23,WEDNESDAY
2018-01-04,NEW YORK NY,24,THURSDAY
2018-01-05,NEW YORK NY,14,FRIDAY
2018-01-06,NEW YORK NY,9.5,SATURDAY
2018-01-07,NEW YORK NY,11.5,SUNDAY
2018-01-08,NEW YORK NY,24,MONDAY
2018-01-09,NEW YORK NY,37,TUESDAY
2018-01-10,NEW YORK NY,36.5,WEDNESDAY
2018-01-11,NEW YORK NY,47,THURSDAY
2018-01-12,NEW YORK NY,52.5,FRIDAY
2018-01-13,NEW YORK NY,38.5,SATURDAY
2018-01-14,NEW YORK NY,20,SUNDAY
2018-01-15,NEW YORK NY,23,MONDAY
2018-01-16,NEW YORK NY,30.5,TUESDAY
2018-01-17,NEW YORK NY,29,WEDNESDAY
2018-01-18,NEW YORK NY,25,THURSDAY
2018-01-19,NEW YORK NY,32.5,FRIDAY
2018-01-20,NEW YORK NY,45,SATURDAY
2018-01-21,NEW YORK NY,46,SUNDAY
2018-01-22,NEW YORK NY,43.5,MONDAY
2018-01-23,NEW YORK NY,49,TUESDAY
2018-01-24,NEW YORK NY,35.5,WEDNESDAY
2018-01-25,NEW YORK NY,28.5,THURSDAY
2018-01-26,NEW YORK NY,32,FRIDAY
2018-01-27,NEW YORK NY,45.5,SATURDAY
2018-01-28,NEW YORK NY,50.5,SUNDAY
2018-01-29,NEW YORK NY,41,MONDAY
2018-01-30,NEW YORK NY,30,TUESDAY
2018-01-31,NEW YORK NY,25.5,WEDNESDAY
2018-02-01,NEW YORK NY,38.5,THURSDAY
2018-02-02,NEW YORK NY,29,FRIDAY
2018-02-03,NEW YORK NY,23.5,SATURDAY
2018-02-04,NEW YORK NY,38,SUNDAY
2018-02-05,NEW YORK NY,33,MONDAY
2018-02-06,NEW YORK NY,31.5,TUESDAY
2018-02-07,NEW YORK NY,37.5,WEDNESDAY
2018-02-08,NEW YORK NY,29,THURSDAY
2018-02-09,NEW YORK NY,32.5,FRIDAY
2018-02-10,NEW YORK NY,44.5,SATURDAY
2018-02-11,NEW YORK NY,53.5,SUNDAY
2018-02-12,NEW YORK NY,47,MONDAY
2018-02-13,NEW YORK NY,32,TUESDAY
2018-02-14,NEW YORK NY,44,WEDNESDAY
2018-02-15,NEW YORK NY,54,THURSDAY
2018-02-16,NEW YORK NY,47,FRIDAY
2018-02-17,NEW YORK NY,34,SATURDAY
2018-02-18,NEW YORK NY,38.5,SUNDAY
2018-02-19,NEW YORK NY,42.5,MONDAY
2018-02-20,NEW YORK NY,57,TUESDAY
2018-02-21,NEW YORK NY,66.5,WEDNESDAY
2018-02-22,NEW YORK NY,48,THURSDAY
2018-02-23,NEW YORK NY,39,FRIDAY
2018-02-24,NEW YORK NY,48.5,SATURDAY
2018-02-25,NEW YORK NY,42,SUNDAY
2018-02-26,NEW YORK NY,47.5,MONDAY
2018-02-27,NEW YORK NY,47.5,TUESDAY
2018-02-28,NEW YORK NY,51.5,WEDNESDAY
2018-03-01,NEW YORK NY,52,THURSDAY
2018-03-02,NEW YORK NY,39,FRIDAY
2018-03-03,NEW YORK NY,42.5,SATURDAY
2018-03-04,NEW YORK NY,39,SUNDAY
2018-03-05,NEW YORK NY,38,MONDAY
2018-03-06,NEW YORK NY,39.5,TUESDAY
2018-03-07,NEW YORK NY,36,WEDNESDAY
2018-03-08,NEW YORK NY,36,THURSDAY
2018-03-09,NEW YORK NY,36,FRIDAY
2018-03-10,NEW YORK NY,35.5,SATURDAY
2018-03-11,NEW YORK NY,38.5,SUNDAY
2018-03-12,NEW YORK NY,37.5,MONDAY
2018-03-13,NEW YORK NY,36.5,TUESDAY
2018-03-14,NEW YORK NY,36,WEDNESDAY
2018-03-15,NEW YORK NY,40,THURSDAY
2018-03-16,NEW YORK NY,35,FRIDAY
2018-03-17,NEW YORK NY,37.5,SATURDAY
2018-03-18,NEW YORK NY,35.5,SUNDAY
2018-03-19,NEW YORK NY,40,MONDAY
2018-03-20,NEW YORK NY,34.5,TUESDAY
2018-03-21,NEW YORK NY,35,WEDNESDAY
2018-03-22,NEW YORK NY,41,THURSDAY
2018-03-23,NEW YORK NY,42,FRIDAY
2018-03-24,NEW YORK NY,43,SATURDAY
2018-03-25,NEW YORK NY,39,SUNDAY
2018-03-26,NEW YORK NY,42,MONDAY
2018-03-27,NEW YORK NY,40.5,TUESDAY
2018-03-28,NEW YORK NY,45,WEDNESDAY
2018-03-29,NEW YORK NY,51,THURSDAY
2018-03-30,NEW YORK NY,53,FRIDAY
2018-03-31,NEW YORK NY,48.5,SATURDAY
2018-04-01,NEW YORK NY,51.5,SUNDAY
2018-04-02,NEW YORK NY,38,MONDAY
2018-04-03,NEW YORK NY,41,TUESDAY
2018-04-04,NEW YORK NY,48,WEDNESDAY
2018-04-05,NEW YORK NY,39.5,THURSDAY
2018-04-06,NEW YORK NY,49.5,FRIDAY
2018-04-07,NEW YORK NY,43,SATURDAY
2018-04-08,NEW YORK NY,39,SUNDAY
2018-04-09,NEW YORK NY,40.5,MONDAY
2018-04-10,NEW YORK NY,44.5,TUESDAY
2018-04-11,NEW YORK NY,44,WEDNESDAY
2018-04-12,NEW YORK NY,54.5,THURSDAY
2018-04-13,NEW YORK NY,71,FRIDAY
2018-04-14,NEW YORK NY,60.5,SATURDAY
2018-04-15,NEW YORK NY,41,SUNDAY
2018-04-16,NEW YORK NY,49.5,MONDAY
2018-04-17,NEW YORK NY,43,TUESDAY
2018-04-18,NEW YORK NY,46,WEDNESDAY
2018-04-19,NEW YORK NY,43.5,THURSDAY
2018-04-20,NEW YORK NY,43.5,FRIDAY
2018-04-21,NEW YORK NY,51,SATURDAY
2018-04-22,NEW YORK NY,55.5,SUNDAY
2018-04-23,NEW YORK NY,57,MONDAY
2018-04-24,NEW YORK NY,56,TUESDAY
2018-04-25,NEW YORK NY,56,WEDNESDAY
2018-04-26,NEW YORK NY,62.5,THURSDAY
2018-04-27,NEW YORK NY,55,FRIDAY
2018-04-28,NEW YORK NY,59,SATURDAY
2018-04-29,NEW YORK NY,53,SUNDAY
2018-04-30,NEW YORK NY,47.5,MONDAY
2018-05-01,NEW YORK NY,64,TUESDAY
2018-05-02,NEW YORK NY,77.5,WEDNESDAY
2018-05-03,NEW YORK NY,81,THURSDAY
2018-05-04,NEW YORK NY,78,FRIDAY
2018-05-05,NEW YORK NY,68.5,SATURDAY
2018-05-06,NEW YORK NY,61,SUNDAY
2018-05-07,NEW YORK NY,65.5,MONDAY
2018-05-08,NEW YORK NY,63.5,TUESDAY
2018-05-09,NEW YORK NY,65.5,WEDNESDAY
2018-05-10,NEW YORK NY,60,THURSDAY
2018-05-11,NEW YORK NY,66.5,FRIDAY
2018-05-12,NEW YORK NY,57,SATURDAY
2018-05-13,NEW YORK NY,53,SUNDAY
2018-05-14,NEW YORK NY,61.5,MONDAY
2018-05-15,NEW YORK NY,74.5,TUESDAY
2018-05-16,NEW YORK NY,60,WEDNESDAY
2018-05-17,NEW YORK NY,63.5,THURSDAY
2018-05-18,NEW YORK NY,61.5,FRIDAY
2018-05-19,NEW YORK NY,52.5,SATURDAY
2018-05-20,NEW YORK NY,68.5,SUNDAY
2018-05-21,NEW YORK NY,68.5,MONDAY
2018-05-22,NEW YORK NY,61.5,TUESDAY
2018-05-23,NEW YORK NY,70,WEDNESDAY
2018-05-24,NEW YORK NY,73,THURSDAY
2018-05-25,NEW YORK NY,75.5,FRIDAY
2018-05-26,NEW YORK NY,80.5,SATURDAY
2018-05-27,NEW YORK NY,68,SUNDAY
2018-05-28,NEW YORK NY,62.5,MONDAY
2018-05-29,NEW YORK NY,76,TUESDAY
2018-05-30,NEW YORK NY,69.5,WEDNESDAY
2018-05-31,NEW YORK NY,65.5,THURSDAY
2018-06-01,NEW YORK NY,73,FRIDAY
2018-06-02,NEW YORK NY,76.5,SATURDAY
2018-06-03,NEW YORK NY,58.5,SUNDAY
2018-06-04,NEW YORK NY,61,MONDAY
2018-06-05,NEW YORK NY,66.5,TUESDAY
2018-06-06,NEW YORK NY,64.5,WEDNESDAY
2018-06-07,NEW YORK NY,65.5,THURSDAY
2018-06-08,NEW YORK NY,71,FRIDAY
2018-06-09,NEW YORK NY,75,SATURDAY
2018-06-10,NEW YORK NY,65.5,SUNDAY
2018-06-11,NEW YORK NY,65.5,MONDAY
2018-06-12,NEW YORK NY,66,TUESDAY
2018-06-13,NEW YORK NY,70.5,WEDNESDAY
2018-06-14,NEW YORK NY,75.5,THURSDAY
2018-06-15,NEW YORK NY,69.5,FRIDAY
2018-06-16,NEW YORK NY,74.5,SATURDAY
2018-06-17,NEW YORK NY,78.5,SUNDAY
2018-06-18,NEW YORK NY,82,MONDAY
2018-06-19,NEW YORK NY,81.5,TUESDAY
2018-06-20,NEW YORK NY,76,WEDNESDAY
2018-06-21,NEW YORK NY,74,THURSDAY
2018-06-22,NEW YORK NY,68.5,FRIDAY
2018-06-23,NEW YORK NY,64,SATURDAY
2018-06-24,NEW YORK NY,75,SUNDAY
2018-06-25,NEW YORK NY,74,MONDAY
2018-06-26,NEW YORK NY,69.5,TUESDAY
2018-06-27,NEW YORK NY,69.5,WEDNESDAY
2018-06-28,NEW YORK NY,76.5,THURSDAY
2018-06-29,NEW YORK NY,79.5,FRIDAY
2018-06-30,NEW YORK NY,82.5,SATURDAY
2018-07-01,NEW YORK NY,87.5,SUNDAY
2018-07-02,NEW YORK NY,87,MONDAY
2018-07-03,NEW YORK NY,84.5,TUESDAY
2018-07-04,NEW YORK NY,81.5,WEDNESDAY
2018-07-05,NEW YORK NY,83,THURSDAY
2018-07-06,NEW YORK NY,74.5,FRIDAY
2018-07-07,NEW YORK NY,70,SATURDAY
2018-07-08,NEW YORK NY,73,SUNDAY
2018-07-09,NEW YORK NY,77,MONDAY
2018-07-10,NEW YORK NY,82.5,TUESDAY
2018-07-11,NEW YORK NY,81,WEDNESDAY
2018-07-12,NEW YORK NY,74,THURSDAY
2018-07-13,NEW YORK NY,76,FRIDAY
2018-07-14,NEW YORK NY,79,SATURDAY
2018-07-15,NEW YORK NY,76,SUNDAY
2018-07-16,NEW YORK NY,82.5,MONDAY
2018-07-17,NEW YORK NY,79,TUESDAY
2018-07-18,NEW YORK NY,75.5,WEDNESDAY
2018-07-19,NEW YORK NY,74.5,THURSDAY
2018-07-20,NEW YORK NY,75.5,FRIDAY
2018-07-21,NEW YORK NY,72,SATURDAY
2018-07-22,NEW YORK NY,74.5,SUNDAY
2018-07-23,NEW YORK NY,76.5,MONDAY
2018-07-24,NEW YORK NY,78.5,TUESDAY
2018-07-25,NEW YORK NY,74.5,WEDNESDAY
2018-07-26,NEW YORK NY,78.5,THURSDAY
2018-07-27,NEW YORK NY,77,FRIDAY
2018-07-28,NEW YORK NY,77.5,SATURDAY
2018-07-29,NEW YORK NY,76,SUNDAY
2018-07-30,NEW YORK NY,73,MONDAY
2018-07-31,NEW YORK NY,75,TUESDAY
2018-08-01,NEW YORK NY,79,WEDNESDAY
2018-08-02,NEW YORK NY,81,THURSDAY
2018-08-03,NEW YORK NY,79,FRIDAY
2018-08-04,NEW YORK NY,78,SATURDAY
2018-08-05,NEW YORK NY,82,SUNDAY
2018-08-06,NEW YORK NY,84.5,MONDAY
2018-08-07,NEW YORK NY,82,TUESDAY
2018-08-08,NEW YORK NY,83,WEDNESDAY
2018-08-09,NEW YORK NY,79.5,THURSDAY
2018-08-10,NEW YORK NY,79,FRIDAY
2018-08-11,NEW YORK NY,75,SATURDAY
2018-08-12,NEW YORK NY,78,SUNDAY
2018-08-13,NEW YORK NY,73,MONDAY
2018-08-14,NEW YORK NY,76.5,TUESDAY
2018-08-15,NEW YORK NY,78,WEDNESDAY
2018-08-16,NEW YORK NY,82,THURSDAY
2018-08-17,NEW YORK NY,79.5,FRIDAY
2018-08-18,NEW YORK NY,78,SATURDAY
2018-08-19,NEW YORK NY,69.5,SUNDAY
2018-08-20,NEW YORK NY,70.5,MONDAY
2018-08-21,NEW YORK NY,72.5,TUESDAY
2018-08-22,NEW YORK NY,76.5,WEDNESDAY
2018-08-23,NEW YORK NY,71,THURSDAY
2018-08-24,NEW YORK NY,73.5,FRIDAY
2018-08-25,NEW YORK NY,74,SATURDAY
2018-08-26,NEW YORK NY,76,SUNDAY
2018-08-27,NEW YORK NY,81,MONDAY
2018-08-28,NEW YORK NY,86.5,TUESDAY
2018-08-29,NEW YORK NY,86.5,WEDNESDAY
2018-08-30,NEW YORK NY,84,THURSDAY
2018-08-31,NEW YORK NY,73.5,FRIDAY
2018-09-01,NEW YORK NY,73.5,SATURDAY
2018-09-02,NEW YORK NY,74.5,SUNDAY
2018-09-03,NEW YORK NY,82.5,MONDAY
2018-09-04,NEW YORK NY,84.5,TUESDAY
2018-09-05,NEW YORK NY,83,WEDNESDAY
2018-09-06,NEW YORK NY,83,THURSDAY
2018-09-07,NEW YORK NY,72,FRIDAY
2018-09-08,NEW YORK NY,66,SATURDAY
2018-09-09,NEW YORK NY,58.5,SUNDAY
2018-09-10,NEW YORK NY,59,MONDAY
2018-09-11,NEW YORK NY,68,TUESDAY
2018-09-12,NEW YORK NY,74,WEDNESDAY
2018-09-13,NEW YORK NY,72.5,THURSDAY
2018-09-14,NEW YORK NY,71.5,FRIDAY
2018-09-15,NEW YORK NY,73.5,SATURDAY
2018-09-16,NEW YORK NY,75.5,SUNDAY
2018-09-17,NEW YORK NY,73.5,MONDAY
2018-09-18,NEW YORK NY,74.5,TUESDAY
2018-09-19,NEW YORK NY,74.5,WEDNESDAY
2018-09-20,NEW YORK NY,68.5,THURSDAY
2018-09-21,NEW YORK NY,69.5,FRIDAY
2018-09-22,NEW YORK NY,68,SATURDAY
2018-09-23,NEW YORK NY,63,SUNDAY
2018-09-24,NEW YORK NY,63,MONDAY
2018-09-25,NEW YORK NY,66,TUESDAY
2018-09-26,NEW YORK NY,75.5,WEDNESDAY
2018-09-27,NEW YORK NY,66.5,THURSDAY
2018-09-28,NEW YORK NY,60.5,FRIDAY
2018-09-29,NEW YORK NY,65,SATURDAY
2018-09-30,NEW YORK NY,62,SUNDAY
2018-10-01,NEW YORK NY,69.5,MONDAY
2018-10-02,NEW YORK NY,71,TUESDAY
2018-10-03,NEW YORK NY,68.5,WEDNESDAY
2018-10-04,NEW YORK NY,68.5,THURSDAY
2018-10-05,NEW YORK NY,65.5,FRIDAY
2018-10-06,NEW YORK NY,65.5,SATURDAY
2018-10-07,NEW YORK NY,73,SUNDAY
2018-10-08,NEW YORK NY,69,MONDAY
2018-10-09,NEW YORK NY,71.5,TUESDAY
2018-10-10,NEW YORK NY,75.5,WEDNESDAY
2018-10-11,NEW YORK NY,73,THURSDAY
2018-10-12,NEW YORK NY,59.5,FRIDAY
2018-10-13,NEW YORK NY,50.5,SATURDAY
2018-10-14,NEW YORK NY,52.5,SUNDAY
2018-10-15,NEW YORK NY,60,MONDAY
2018-10-16,NEW YORK NY,53.5,TUESDAY
2018-10-17,NEW YORK NY,53.5,WEDNESDAY
2018-10-18,NEW YORK NY,46,THURSDAY
2018-10-19,NEW YORK NY,51.5,FRIDAY
2018-10-20,NEW YORK NY,56.5,SATURDAY
2018-10-21,NEW YORK NY,45,SUNDAY
2018-10-22,NEW YORK NY,44.5,MONDAY
2018-10-23,NEW YORK NY,56,TUESDAY
2018-10-24,NEW YORK NY,49,WEDNESDAY
2018-10-25,NEW YORK NY,45.5,THURSDAY
2018-10-26,NEW YORK NY,44,FRIDAY
2018-10-27,NEW YORK NY,47.5,SATURDAY
2018-10-28,NEW YORK NY,48.5,SUNDAY
2018-10-29,NEW YORK NY,51.5,MONDAY
2018-10-30,NEW YORK NY,48.5,TUESDAY
2018-10-31,NEW YORK NY,54,WEDNESDAY
2018-11-01,NEW YORK NY,63.5,THURSDAY
2018-11-02,NEW YORK NY,68,FRIDAY
2018-11-03,NEW YORK NY,56.5,SATURDAY
2018-11-04,NEW YORK NY,49,SUNDAY
2018-11-05,NEW YORK NY,50.5,MONDAY
2018-11-06,NEW YORK NY,54,TUESDAY
2018-11-07,NEW YORK NY,56.5,WEDNESDAY
2018-11-08,NEW YORK NY,50.5,THURSDAY
2018-11-09,NEW YORK NY,46,FRIDAY
2018-11-10,NEW YORK NY,42,SATURDAY
2018-11-11,NEW YORK NY,39.5,SUNDAY
2018-11-12,NEW YORK NY,43,MONDAY
2018-11-13,NEW YORK NY,46.5,TUESDAY
2018-11-14,NEW YORK NY,37.5,WEDNESDAY
2018-11-15,NEW YORK NY,34,THURSDAY
2018-11-16,NEW YORK NY,39.5,FRIDAY
2018-11-17,NEW YORK NY,42,SATURDAY
2018-11-18,NEW YORK NY,41.5,SUNDAY
2018-11-19,NEW YORK NY,45.5,MONDAY
2018-11-20,NEW YORK NY,43,TUESDAY
2018-11-21,NEW YORK NY,35.5,WEDNESDAY
2018-11-22,NEW YORK NY,22.5,THURSDAY
2018-11-23,NEW YORK NY,23.5,FRIDAY
2018-11-24,NEW YORK NY,40,SATURDAY
2018-11-25,NEW YORK NY,50,SUNDAY
2018-11-26,NEW YORK NY,49,MONDAY
2018-11-27,NEW YORK NY,41,TUESDAY
2018-11-28,NEW YORK NY,39,WEDNESDAY
2018-11-29,NEW YORK NY,42,THURSDAY
2018-11-30,NEW YORK NY,40.5,FRIDAY
2018-12-01,NEW YORK NY,41,SATURDAY
2018-12-02,NEW YORK NY,49,SUNDAY
